Drug,Status,Phase
Anidulafungin,Approved,NA
Anidulafungin,Approved,NA
Clozapine,Approved,NA
Sucralfate,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Doxylamine,Approved,NA
Levonorgestrel,Approved,NA
Levonorgestrel,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Norepinephrine,Approved,NA
Mirtazapine,Approved,NA
Meprobamate,Approved,NA
Timolol,Approved,NA
Timolol,Approved,NA
Timolol,Approved,NA
Treprostinil,Approved,NA
Colestipol,Approved,NA
Colestipol,Approved,NA
Trihexyphenidyl,Approved,NA
Trihexyphenidyl,Approved,NA
Trihexyphenidyl,Approved,NA
Trihexyphenidyl,Approved,NA
Palonosetron,Approved,NA
Mexiletine,Approved,NA
Amlodipine,Approved,NA
Amlodipine,Approved,NA
Amlodipine,Approved,NA
Amlodipine,Approved,NA
Oxyphencyclimine,Approved,NA
Triamterene,Approved,NA
Triamterene,Approved,NA
Valrubicin,Approved,NA
Procyclidine,Approved,NA
Procyclidine,Approved,NA
Procyclidine,Approved,NA
Procyclidine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Phenylephrine,Approved,NA
Carbimazole,Approved,NA
Carbimazole,Approved,NA
Digoxin,Approved,NA
Digoxin,Approved,NA
Digoxin,Approved,NA
Sulpiride,Approved,NA
Nimodipine,Approved,NA
Beclomethasone dipropionate,Approved,NA
Beclomethasone dipropionate,Approved,NA
Beclomethasone dipropionate,Approved,NA
Beclomethasone dipropionate,Approved,NA
Beclomethasone dipropionate,Approved,NA
Carisoprodol,Approved,NA
Carisoprodol,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Progesterone,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Phenylpropanolamine,Approved,NA
Sorafenib,Approved,NA
Sorafenib,Approved,NA
Sorafenib,Approved,NA
Zoledronic acid,Approved,NA
Zoledronic acid,Approved,NA
Zoledronic acid,Approved,NA
Zoledronic acid,Approved,NA
Zoledronic acid,Approved,NA
Griseofulvin,Approved,NA
Griseofulvin,Approved,NA
Griseofulvin,Approved,NA
Griseofulvin,Approved,NA
Griseofulvin,Approved,NA
Griseofulvin,Approved,NA
Nisoldipine,Approved,NA
Eszopiclone,Approved,NA
Alprazolam,Approved,NA
Alprazolam,Approved,NA
Alprazolam,Approved,NA
Alprazolam,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Dexbrompheniramine,Approved,NA
Gentian Violet,Approved,NA
Loxapine,Approved,NA
Loxapine,Approved,NA
Mupirocin,Approved,NA
Carbachol,Approved,NA
Pramipexole,Approved,NA
Pramipexole,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Ampicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Phenoxymethylpenicillin,Approved,NA
Secobarbital,Approved,NA
Secobarbital,Approved,NA
Secobarbital,Approved,NA
Secobarbital,Approved,NA
Miglustat,Approved,NA
Miglustat,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Promazine,Approved,NA
Spironolactone,Approved,NA
Spironolactone,Approved,NA
Spironolactone,Approved,NA
Spironolactone,Approved,NA
Spironolactone,Approved,NA
Methylphenidate,Approved,NA
Methylphenidate,Approved,NA
Methocarbamol,Approved,NA
Hyoscyamine,Approved,NA
Hyoscyamine,Approved,NA
Hyoscyamine,Approved,NA
Hyoscyamine,Approved,NA
Zolpidem,Approved,NA
Zolpidem,Approved,NA
Famciclovir,Approved,NA
Famciclovir,Approved,NA
Famciclovir,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Triprolidine,Approved,NA
Carboprost Tromethamine,Approved,NA
Carboprost Tromethamine,Approved,NA
Lindane,Approved,NA
Lindane,Approved,NA
Lindane,Approved,NA
Trifluridine,Approved,NA
Trifluridine,Approved,NA
Trifluridine,Approved,NA
Prochlorperazine,Approved,NA
Prochlorperazine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Cyproheptadine,Approved,NA
Nitric Oxide,Approved,NA
Nitric Oxide,Approved,NA
Bendroflumethiazide,Approved,NA
Allopurinol,Approved,NA
Allopurinol,Approved,NA
Allopurinol,Approved,NA
Allopurinol,Approved,NA
Allopurinol,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Ceftazidime,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Trimethoprim,Approved,NA
Gemcitabine,Approved,NA
Gemcitabine,Approved,NA
Gemcitabine,Approved,NA
Gemcitabine,Approved,NA
Entecavir,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Betamethasone,Approved,NA
Teniposide,Approved,NA
Epirubicin,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Chloramphenicol,Approved,NA
Lansoprazole,Approved,NA
Lansoprazole,Approved,NA
Lansoprazole,Approved,NA
Lansoprazole,Approved,NA
Lansoprazole,Approved,NA
Lansoprazole,Approved,NA
Dipivefrin,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Levothyroxine,Approved,NA
Pethidine,Approved,NA
Pethidine,Approved,NA
Pethidine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Loratadine,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Cefalotin,Approved,NA
Prazosin,Approved,NA
Imipramine,Approved,NA
Imipramine,Approved,NA
Acitretin,Approved,NA
Verteporfin,Approved,NA
Verteporfin,Approved,NA
Verteporfin,Approved,NA
Verteporfin,Approved,NA
Nabumetone,Approved,NA
Nabumetone,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Methylscopolamine bromide,Approved,NA
Sodium Tetradecyl Sulfate,Approved,NA
Ketorolac,Approved,NA
Ketorolac,Approved,NA
Ketorolac,Approved,NA
Enoxacin,Approved,NA
Enoxacin,Approved,NA
Enoxacin,Approved,NA
Enoxacin,Approved,NA
Enoxacin,Approved,NA
Enoxacin,Approved,NA
Quinine,Approved,NA
Tenoxicam,Approved,NA
Montelukast,Approved,NA
Montelukast,Approved,NA
Montelukast,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Fluoxetine,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Chlordiazepoxide,Approved,NA
Duloxetine,Approved,NA
Duloxetine,Approved,NA
Duloxetine,Approved,NA
Duloxetine,Approved,NA
Duloxetine,Approved,NA
Duloxetine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Chlorpromazine,Approved,NA
Rimantadine,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Amikacin,Approved,NA
Lenalidomide,Approved,NA
Lenalidomide,Approved,NA
Raloxifene,Approved,NA
Celecoxib,Approved,NA
Celecoxib,Approved,NA
Celecoxib,Approved,NA
Celecoxib,Approved,NA
Celecoxib,Approved,NA
Brimonidine,Approved,NA
Brimonidine,Approved,NA
Dicloxacillin,Approved,NA
Dicloxacillin,Approved,NA
Dicloxacillin,Approved,NA
Altretamine,Approved,NA
Buspirone,Approved,NA
Miglitol,Approved,NA
Fosinopril,Approved,NA
Fosinopril,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Cefotaxime,Approved,NA
Entacapone,Approved,NA
Zidovudine,Approved,NA
Darifenacin,Approved,NA
Darifenacin,Approved,NA
Darifenacin,Approved,NA
Darifenacin,Approved,NA
Oxycodone,Approved,NA
Oxycodone,Approved,NA
Flutamide,Approved,NA
Tolmetin,Approved,NA
Tolmetin,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Cimetidine,Approved,NA
Haloperidol,Approved,NA
Haloperidol,Approved,NA
Haloperidol,Approved,NA
Haloperidol,Approved,NA
Ritonavir,Approved,NA
Ritonavir,Approved,NA
Nitazoxanide,Approved,NA
Nitazoxanide,Approved,NA
Triflupromazine,Approved,NA
Triflupromazine,Approved,NA
Triflupromazine,Approved,NA
Triflupromazine,Approved,NA
Dextrothyroxine,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Vancomycin,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Dextromethorphan,Approved,NA
Cisplatin,Approved,NA
Cisplatin,Approved,NA
Anisotropine Methylbromide,Approved,NA
Anisotropine Methylbromide,Approved,NA
Albendazole,Approved,NA
Albendazole,Approved,NA
Albendazole,Approved,NA
Albendazole,Approved,NA
Trandolapril,Approved,NA
Trandolapril,Approved,NA
Caspofungin,Approved,NA
Caspofungin,Approved,NA
Caspofungin,Approved,NA
Carteolol,Approved,NA
Carteolol,Approved,NA
Carteolol,Approved,NA
Metolazone,Approved,NA
Metolazone,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Tolnaftate,Approved,NA
Oxaliplatin,Approved,NA
Cinchocaine,Approved,NA
Cinchocaine,Approved,NA
Lercanidipine,Approved,NA
Erlotinib,Approved,NA
Erlotinib,Approved,NA
Cyclophosphamide,Approved,NA
Cyclophosphamide,Approved,NA
Cyclophosphamide,Approved,NA
Cyclophosphamide,Approved,NA
Cyclophosphamide,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Cefdinir,Approved,NA
Guanidine,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Ciprofloxacin,Approved,NA
Toremifene,Approved,NA
Nortriptyline,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Vincristine,Approved,NA
Benazepril,Approved,NA
Amoxapine,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Fluorouracil,Approved,NA
Pyridostigmine,Approved,NA
Desoximetasone,Approved,NA
Desoximetasone,Approved,NA
Desoximetasone,Approved,NA
Desoximetasone,Approved,NA
Desoximetasone,Approved,NA
Desoximetasone,Approved,NA
